raw_city,clean_city,metro_region,state,confidence,review_status,row_count
Gandhidham,Gandhidham,Gandhidham,Unmapped,Medium,Review pending,114
Ujjain,Ujjain,Ujjain,Unmapped,Medium,Review pending,112
Rewa,Rewa,Rewa,Unmapped,Medium,Review pending,111
Sikar,Sikar,Sikar,Unmapped,Medium,Review pending,111
Hoshiarpur,Hoshiarpur,Hoshiarpur,Unmapped,Medium,Review pending,108
"Gandhibagh,Nagpur",Nagpur,Nagpur,Unmapped,Medium,Review pending,107
"Khan Market,Delhi",Delhi,Delhi,Delhi,High,Reviewed rule,107
Berhampur,Berhampur,Berhampur,Unmapped,Medium,Review pending,106
Davanagere,Davanagere,Davanagere,Unmapped,Medium,Review pending,106
Faizabad,Faizabad,Faizabad,Unmapped,Medium,Review pending,106
Gaya,Gaya,Gaya,Unmapped,Medium,Review pending,105
Nagercoil,Nagercoil,Nagercoil,Unmapped,Medium,Review pending,105
"Abids & Koti,Hyderabad",Hyderabad,Hyderabad,Telangana,High,Reviewed rule,104
"Bbd,Lucknow",Lucknow,Lucknow,Uttar Pradesh,High,Reviewed rule,104
Latur,Latur,Latur,Unmapped,Medium,Review pending,104
Tumakuru,Tumakuru,Tumakuru,Unmapped,Medium,Review pending,104
Pathankot,Pathankot,Pathankot,Unmapped,Medium,Review pending,103
"Kestopur,Kolkata",Kolkata,Kolkata,West Bengal,High,Reviewed rule,102
Kottayam,Kottayam,Kottayam,Unmapped,Medium,Review pending,101
Mehsana,Mehsana,Mehsana,Unmapped,Medium,Review pending,101
"Perumbakkam,Chennai",Chennai,Chennai,Tamil Nadu,High,Reviewed rule,101
Akola,Akola,Akola,Unmapped,Medium,Review pending,100
Puri,Puri,Puri,Unmapped,Medium,Review pending,100
Rishikesh,Rishikesh,Rishikesh,Unmapped,Medium,Review pending,100
Daman,Daman,Daman,Unmapped,Medium,Review pending,99
Halol,Halol,Halol,Unmapped,Medium,Review pending,99
Jalgaon,Jalgaon,Jalgaon,Unmapped,Medium,Review pending,99
Karur,Karur,Karur,Unmapped,Medium,Review pending,99
Kota,Kota,Kota,Unmapped,Medium,Review pending,99
Muzaffarnagar,Muzaffarnagar,Muzaffarnagar,Unmapped,Medium,Review pending,99
Nanded,Nanded,Nanded,Unmapped,Medium,Review pending,99
Rewari,Rewari,Rewari,Unmapped,Medium,Review pending,99
Roorkee,Roorkee,Roorkee,Unmapped,Medium,Review pending,99
Rudrapur,Rudrapur,Rudrapur,Unmapped,Medium,Review pending,99
Satna,Satna,Satna,Unmapped,Medium,Review pending,99
Shahjahanpur,Shahjahanpur,Shahjahanpur,Unmapped,Medium,Review pending,99
Shivamogga,Shivamogga,Shivamogga,Unmapped,Medium,Review pending,99
"South Tukoganj,Indore",Indore,Indore,Madhya Pradesh,High,Reviewed rule,99
Dibrugarh,Dibrugarh,Dibrugarh,Unmapped,Medium,Review pending,98
Kadapa,Kadapa,Kadapa,Unmapped,Medium,Review pending,98
Karimnagar,Karimnagar,Karimnagar,Unmapped,Medium,Review pending,98
Kumbakonam,Kumbakonam,Kumbakonam,Unmapped,Medium,Review pending,98
Nadiad,Nadiad,Nadiad,Unmapped,Medium,Review pending,98
Rourkela,Rourkela,Rourkela,Unmapped,Medium,Review pending,98
Balasore,Balasore,Balasore,Unmapped,Medium,Review pending,97
Chandrapur,Chandrapur,Chandrapur,Unmapped,Medium,Review pending,97
Dindigul,Dindigul,Dindigul,Unmapped,Medium,Review pending,97
Ongole,Ongole,Ongole,Unmapped,Medium,Review pending,97
Palakkad,Palakkad,Palakkad,Unmapped,Medium,Review pending,97
Purnea,Purnea,Purnea,Unmapped,Medium,Review pending,97
Shillong,Shillong,Shillong,Unmapped,Medium,Review pending,97
Wardha,Wardha,Wardha,Unmapped,Medium,Review pending,97
Bhiwadi,Bhiwadi,Bhiwadi,Unmapped,Medium,Review pending,96
Sambalpur,Sambalpur,Sambalpur,Unmapped,Medium,Review pending,96
"Ashiyana,Lucknow",Lucknow,Lucknow,Uttar Pradesh,High,Reviewed rule,95
Ballari,Ballari,Ballari,Unmapped,Medium,Review pending,95
Bardhaman,Bardhaman,Bardhaman,Unmapped,Medium,Review pending,95
Bharatpur,Bharatpur,Bharatpur,Unmapped,Medium,Review pending,95
Khammam,Khammam,Khammam,Unmapped,Medium,Review pending,95
Ratlam,Ratlam,Ratlam,Unmapped,Medium,Review pending,95
Ahmednagar,Ahmednagar,Ahmednagar,Unmapped,Medium,Review pending,94
Alappuzha,Alappuzha,Alappuzha,Unmapped,Medium,Review pending,94
Deoghar,Deoghar,Deoghar,Unmapped,Medium,Review pending,94
Kalady,Kalady,Kalady,Unmapped,Medium,Review pending,94
Kannur,Kannur,Kannur,Unmapped,Medium,Review pending,94
Eluru,Eluru,Eluru,Unmapped,Medium,Review pending,93
Jammu,Jammu,Jammu,Unmapped,Medium,Review pending,93
Lonavala,Lonavala,Lonavala,Unmapped,Medium,Review pending,93
Nizamabad,Nizamabad,Nizamabad,Unmapped,Medium,Review pending,93
Satara,Satara,Satara,Unmapped,Medium,Review pending,93
Valsad,Valsad,Valsad,Unmapped,Medium,Review pending,93
"Esplanade,Kolkata",Kolkata,Kolkata,West Bengal,High,Reviewed rule,92
Gondia,Gondia,Gondia,Unmapped,Medium,Review pending,92
Namakkal,Namakkal,Namakkal,Unmapped,Medium,Review pending,92
Sri-ganganagar,Sri-Ganganagar,Sri-Ganganagar,Unmapped,Medium,Review pending,92
Bhilwara,Bhilwara,Bhilwara,Unmapped,Medium,Review pending,91
Darbhanga,Darbhanga,Darbhanga,Unmapped,Medium,Review pending,91
Kalaburagi,Kalaburagi,Kalaburagi,Unmapped,Medium,Review pending,91
Ratnagiri,Ratnagiri,Ratnagiri,Unmapped,Medium,Review pending,91
Solan,Solan,Solan,Unmapped,Medium,Review pending,91
Imphal,Imphal,Imphal,Unmapped,Medium,Review pending,90
Bhiwani,Bhiwani,Bhiwani,Unmapped,Medium,Review pending,89
Dhar,Dhar,Dhar,Unmapped,Medium,Review pending,88
Hassan,Hassan,Hassan,Unmapped,Medium,Review pending,88
Kanchrapara,Kanchrapara,Kanchrapara,Unmapped,Medium,Review pending,88
"Thrippunithura,Kochi",Kochi,Kochi,Unmapped,Medium,Review pending,88
"Thakurpukur,Kolkata",Kolkata,Kolkata,West Bengal,High,Reviewed rule,87
Bharuch,Bharuch,Bharuch,Unmapped,Medium,Review pending,86
Bhimavaram,Bhimavaram,Bhimavaram,Unmapped,Medium,Review pending,86
"Race Course,Coimbatore",Coimbatore,Coimbatore,Unmapped,Medium,Review pending,85
"Shantinagar,Bangalore",Bangalore,Bangalore,Karnataka,High,Reviewed rule,85
Thiruvallur,Thiruvallur,Thiruvallur,Unmapped,Medium,Review pending,85
"Hatibagan,Kolkata",Kolkata,Kolkata,West Bengal,High,Reviewed rule,84
Junagadh,Junagadh,Junagadh,Unmapped,Medium,Review pending,84
Virudhunagar,Virudhunagar,Virudhunagar,Unmapped,Medium,Review pending,84
Karad,Karad,Karad,Unmapped,Medium,Review pending,83
Kashipur,Kashipur,Kashipur,Unmapped,Medium,Review pending,83
Khanna,Khanna,Khanna,Unmapped,Medium,Review pending,83
Moga,Moga,Moga,Unmapped,Medium,Review pending,83
Dharmapuri,Dharmapuri,Dharmapuri,Unmapped,Medium,Review pending,82
Habra,Habra,Habra,Unmapped,Medium,Review pending,82
Karaikkudi,Karaikkudi,Karaikkudi,Unmapped,Medium,Review pending,82
Moradabad,Moradabad,Moradabad,Unmapped,Medium,Review pending,82
"Greater Kailash New,Delhi",Delhi,Delhi,Delhi,High,Reviewed rule,81
Tiruvannamalai,Tiruvannamalai,Tiruvannamalai,Unmapped,Medium,Review pending,81
Pudukkottai,Pudukkottai,Pudukkottai,Unmapped,Medium,Review pending,80
Changanassery,Changanassery,Changanassery,Unmapped,Medium,Review pending,79
Chhindwara,Chhindwara,Chhindwara,Unmapped,Medium,Review pending,79
Chitradurga,Chitradurga,Chitradurga,Unmapped,Medium,Review pending,79
"Aluva,Kochi",Kochi,Kochi,Unmapped,Medium,Review pending,78
Navsari,Navsari,Navsari,Unmapped,Medium,Review pending,78
Sangrur,Sangrur,Sangrur,Unmapped,Medium,Review pending,78
Cuddalore,Cuddalore,Cuddalore,Unmapped,Medium,Review pending,77
Madanapalle,Madanapalle,Madanapalle,Unmapped,Medium,Review pending,77
Sivakasi,Sivakasi,Sivakasi,Unmapped,Medium,Review pending,77
Bagdogra,Bagdogra,Bagdogra,Unmapped,Medium,Review pending,76
Ambikapur,Ambikapur,Ambikapur,Unmapped,Medium,Review pending,75
Baddi,Baddi,Baddi,Unmapped,Medium,Review pending,74
Barnala,Barnala,Barnala,Unmapped,Medium,Review pending,74
Kharagpur,Kharagpur,Kharagpur,Unmapped,Medium,Review pending,74
Lakhimpur,Lakhimpur,Lakhimpur,Unmapped,Medium,Review pending,74
Orai,Orai,Orai,Unmapped,Medium,Review pending,74
Tezpur,Tezpur,Tezpur,Unmapped,Medium,Review pending,74
Vizianagaram,Vizianagaram,Vizianagaram,Unmapped,Medium,Review pending,74
Firozabad,Firozabad,Firozabad,Unmapped,Medium,Review pending,73
Dhule,Dhule,Dhule,Unmapped,Medium,Review pending,72
Etawah,Etawah,Etawah,Unmapped,Medium,Review pending,72
Jaunpur,Jaunpur,Jaunpur,Unmapped,Medium,Review pending,72
Kapurthala,Kapurthala,Kapurthala,Unmapped,Medium,Review pending,72
Rae-bareli,Rae-Bareli,Rae-Bareli,Unmapped,Medium,Review pending,72
Pali,Pali,Pali,Unmapped,Medium,Review pending,71
"Fort Kochi,Kochi",Kochi,Kochi,Unmapped,Medium,Review pending,70
Mandya,Mandya,Mandya,Unmapped,Medium,Review pending,70
Nagaon,Nagaon,Nagaon,Unmapped,Medium,Review pending,70
Sivasagar,Sivasagar,Sivasagar,Unmapped,Medium,Review pending,70
Mancherial,Mancherial,Mancherial,Unmapped,Medium,Review pending,69
Abohar,Abohar,Abohar,Unmapped,Medium,Review pending,68
Ambur,Ambur,Ambur,Unmapped,Medium,Review pending,68
Hanumangarh,Hanumangarh,Hanumangarh,Unmapped,Medium,Review pending,68
Proddatur,Proddatur,Proddatur,Unmapped,Medium,Review pending,68
Batala,Batala,Batala,Unmapped,Medium,Review pending,67
Krishnagiri,Krishnagiri,Krishnagiri,Unmapped,Medium,Review pending,67
Silchar,Silchar,Silchar,Unmapped,Medium,Review pending,67
Bharabanki,Bharabanki,Bharabanki,Unmapped,Medium,Review pending,66
Yavatmal,Yavatmal,Yavatmal,Unmapped,Medium,Review pending,66
Chittoor,Chittoor,Chittoor,Unmapped,Medium,Review pending,65
Jind,Jind,Jind,Unmapped,Medium,Review pending,65
Katni,Katni,Katni,Unmapped,Medium,Review pending,65
Mahbubnagar,Mahbubnagar,Mahbubnagar,Unmapped,Medium,Review pending,65
Rajapalayam,Rajapalayam,Rajapalayam,Unmapped,Medium,Review pending,65
Budaun,Budaun,Budaun,Unmapped,Medium,Review pending,64
Ropar,Ropar,Ropar,Unmapped,Medium,Review pending,64
Bijapur,Bijapur,Bijapur,Unmapped,Medium,Review pending,63
"Hinjewadi Phase-3,Pune",Pune,Pune,Maharashtra,High,Reviewed rule,63
"Kalamassery,Kochi",Kochi,Kochi,Unmapped,Medium,Review pending,63
Ooty,Ooty,Ooty,Unmapped,Medium,Review pending,63
Begusarai,Begusarai,Begusarai,Unmapped,Medium,Review pending,62
Jamshedpur,Jamshedpur,Jamshedpur,Unmapped,Medium,Review pending,62
Nandyal,Nandyal,Nandyal,Unmapped,Medium,Review pending,62
Rampur,Rampur,Rampur,Unmapped,Medium,Review pending,62
Berhampore,Berhampore,Berhampore,Unmapped,Medium,Review pending,61
Farrukhabad,Farrukhabad,Farrukhabad,Unmapped,Medium,Review pending,61
Hapur,Hapur,Hapur,Unmapped,Medium,Review pending,61
Bulandshahr,Bulandshahr,Bulandshahr,Unmapped,Medium,Review pending,60
Srikakulam,Srikakulam,Srikakulam,Unmapped,Medium,Review pending,60
"Vyttila,Kochi",Kochi,Kochi,Unmapped,Medium,Review pending,59
Beawar,Beawar,Beawar,Unmapped,Medium,Review pending,58
Beed,Beed,Beed,Unmapped,Medium,Review pending,58
Machilipatnam,Machilipatnam,Machilipatnam,Unmapped,Medium,Review pending,58
Malda,Malda,Malda,Unmapped,Medium,Review pending,58
Sitapur,Sitapur,Sitapur,Unmapped,Medium,Review pending,58
Kaithal,Kaithal,Kaithal,Unmapped,Medium,Review pending,57
Kothamanagalam,Kothamanagalam,Kothamanagalam,Unmapped,Medium,Review pending,57
Muktsar,Muktsar,Muktsar,Unmapped,Medium,Review pending,57
Vidisha,Vidisha,Vidisha,Unmapped,Medium,Review pending,57
Dewas,Dewas,Dewas,Unmapped,Medium,Review pending,56
Korba,Korba,Korba,Unmapped,Medium,Review pending,56
Veraval,Veraval,Veraval,Unmapped,Medium,Review pending,56
Bhuj,Bhuj,Bhuj,Unmapped,Medium,Review pending,55
Kotdwar,Kotdwar,Kotdwar,Unmapped,Medium,Review pending,55
Ankleshwar,Ankleshwar,Ankleshwar,Unmapped,Medium,Review pending,54
Chhatarpur,Chhatarpur,Chhatarpur,Unmapped,Medium,Review pending,54
Jalpaiguri,Jalpaiguri,Jalpaiguri,Unmapped,Medium,Review pending,54
Mirzapur,Mirzapur,Mirzapur,Unmapped,Medium,Review pending,54
"Naktala,Kolkata",Kolkata,Kolkata,West Bengal,High,Reviewed rule,54
Nalgonda,Nalgonda,Nalgonda,Unmapped,Medium,Review pending,54
Rajkot,Rajkot,Rajkot,Unmapped,Medium,Review pending,54
Faridkot,Faridkot,Faridkot,Unmapped,Medium,Review pending,53
Hoshangabad,Hoshangabad,Hoshangabad,Unmapped,Medium,Review pending,53
Biharsharif,Biharsharif,Biharsharif,Unmapped,Medium,Review pending,52
Chikmagalur,Chikmagalur,Chikmagalur,Unmapped,Medium,Review pending,52
Duliajan,Duliajan,Duliajan,Unmapped,Medium,Review pending,52
Pilibhit,Pilibhit,Pilibhit,Unmapped,Medium,Review pending,52
Banda,Banda,Banda,Unmapped,Medium,Review pending,51
Basti,Basti,Basti,Unmapped,Medium,Review pending,51
Chidambaram,Chidambaram,Chidambaram,Unmapped,Medium,Review pending,51
Gonda,Gonda,Gonda,Unmapped,Medium,Review pending,51
Kovilpatti,Kovilpatti,Kovilpatti,Unmapped,Medium,Review pending,51
Raichur,Raichur,Raichur,Unmapped,Medium,Review pending,51
Adilabad,Adilabad,Adilabad,Unmapped,Medium,Review pending,50
Arrah,Arrah,Arrah,Unmapped,Medium,Review pending,50
Aurangabad_bihar,Aurangabad_Bihar,Aurangabad_Bihar,Unmapped,Medium,Review pending,50
Purulia,Purulia,Purulia,Unmapped,Medium,Review pending,50
Baramati,Baramati,Baramati,Unmapped,Medium,Review pending,49
Dumka,Dumka,Dumka,Unmapped,Medium,Review pending,49
Fatehpur,Fatehpur,Fatehpur,Unmapped,Medium,Review pending,49
Himmatnagar,Himmatnagar,Himmatnagar,Unmapped,Medium,Review pending,49
Motihari,Motihari,Motihari,Unmapped,Medium,Review pending,49
Porbandar,Porbandar,Porbandar,Unmapped,Medium,Review pending,49
Tinsukia,Tinsukia,Tinsukia,Unmapped,Medium,Review pending,49
Azamgarh,Azamgarh,Azamgarh,Unmapped,Medium,Review pending,48
Chhapra,Chhapra,Chhapra,Unmapped,Medium,Review pending,48
Chittorgarh,Chittorgarh,Chittorgarh,Unmapped,Medium,Review pending,48
Karunagappaly,Karunagappaly,Karunagappaly,Unmapped,Medium,Review pending,48
Medinipur,Medinipur,Medinipur,Unmapped,Medium,Review pending,48
Siddipet,Siddipet,Siddipet,Unmapped,Medium,Review pending,48
"Kachiguda,Hyderabad",Hyderabad,Hyderabad,Telangana,High,Reviewed rule,47
Katihar,Katihar,Katihar,Unmapped,Medium,Review pending,47
Parbhani,Parbhani,Parbhani,Unmapped,Medium,Review pending,47
Ramanathapuram,Ramanathapuram,Ramanathapuram,Unmapped,Medium,Review pending,47
Bongaigaon,Bongaigaon,Bongaigaon,Unmapped,Medium,Review pending,46
Dimapur,Dimapur,Dimapur,Unmapped,Medium,Review pending,46
Hardoi,Hardoi,Hardoi,Unmapped,Medium,Review pending,46
Modinagar,Modinagar,Modinagar,Unmapped,Medium,Review pending,46
Gudivada,Gudivada,Gudivada,Unmapped,Medium,Review pending,45
Jagdalpur,Jagdalpur,Jagdalpur,Unmapped,Medium,Review pending,45
Jhunjhunu,Jhunjhunu,Jhunjhunu,Unmapped,Medium,Review pending,45
Patiala,Patiala,Patiala,Unmapped,Medium,Review pending,45
Tadepalligudem,Tadepalligudem,Tadepalligudem,Unmapped,Medium,Review pending,45
Bardoli,Bardoli,Bardoli,Unmapped,Medium,Review pending,44
Bhusawal,Bhusawal,Bhusawal,Unmapped,Medium,Review pending,44
Gangapur-city,Gangapur-City,Gangapur-City,Unmapped,Medium,Review pending,44
Siwan,Siwan,Siwan,Unmapped,Medium,Review pending,44
Bijnor,Bijnor,Bijnor,Unmapped,Medium,Review pending,43
Khandwa,Khandwa,Khandwa,Unmapped,Medium,Review pending,43
Neemuch,Neemuch,Neemuch,Unmapped,Medium,Review pending,43
Palampur,Palampur,Palampur,Unmapped,Medium,Review pending,43
Samastipur,Samastipur,Samastipur,Unmapped,Medium,Review pending,43
Alipurduar,Alipurduar,Alipurduar,Unmapped,Medium,Review pending,42
Fatehabad,Fatehabad,Fatehabad,Unmapped,Medium,Review pending,42
Jagraon,Jagraon,Jagraon,Unmapped,Medium,Review pending,42
Ramagundam,Ramagundam,Ramagundam,Unmapped,Medium,Review pending,42
Bahraich,Bahraich,Bahraich,Unmapped,Medium,Review pending,41
Bidar,Bidar,Bidar,Unmapped,Medium,Review pending,41
Guna,Guna,Guna,Unmapped,Medium,Review pending,40
Palani,Palani,Palani,Unmapped,Medium,Review pending,40
Raigarh,Raigarh,Raigarh,Unmapped,Medium,Review pending,40
Burhanpur,Burhanpur,Burhanpur,Unmapped,Medium,Review pending,39
Cooch-behar,Cooch-Behar,Cooch-Behar,Unmapped,Medium,Review pending,39
Dahod,Dahod,Dahod,Unmapped,Medium,Review pending,39
Fatehgarh-sahib,Fatehgarh-Sahib,Fatehgarh-Sahib,Unmapped,Medium,Review pending,39
Kishangarh,Kishangarh,Kishangarh,Unmapped,Medium,Review pending,39
Kolar,Kolar,Kolar,Unmapped,Medium,Review pending,39
Kopargaon,Kopargaon,Kopargaon,Unmapped,Medium,Review pending,39
Shivpuri,Shivpuri,Shivpuri,Unmapped,Medium,Review pending,39
Betul,Betul,Betul,Unmapped,Medium,Review pending,38
Dharamshala,Dharamshala,Dharamshala,Unmapped,Medium,Review pending,38
Ichalkaranji,Ichalkaranji,Ichalkaranji,Unmapped,Medium,Review pending,38
Mandsaur,Mandsaur,Mandsaur,Unmapped,Medium,Review pending,38
Pusad,Pusad,Pusad,Unmapped,Medium,Review pending,38
Adoni,Adoni,Adoni,Unmapped,Medium,Review pending,37
Chalakkudy,Chalakkudy,Chalakkudy,Unmapped,Medium,Review pending,37
Gurdaspur,Gurdaspur,Gurdaspur,Unmapped,Medium,Review pending,37
Rajnandgaon,Rajnandgaon,Rajnandgaon,Unmapped,Medium,Review pending,37
Hospet,Hospet,Hospet,Unmapped,Medium,Review pending,36
Maunath-bhanjan,Maunath-Bhanjan,Maunath-Bhanjan,Unmapped,Medium,Review pending,36
Nangal,Nangal,Nangal,Unmapped,Medium,Review pending,36
Narnaul,Narnaul,Narnaul,Unmapped,Medium,Review pending,36
Suratgarh,Suratgarh,Suratgarh,Unmapped,Medium,Review pending,36
Tenkasi,Tenkasi,Tenkasi,Unmapped,Medium,Review pending,36
Bapatlachirala,Bapatlachirala,Bapatlachirala,Unmapped,Medium,Review pending,35
Chikkaballapur,Chikkaballapur,Chikkaballapur,Unmapped,Medium,Review pending,35
Tanuku,Tanuku,Tanuku,Unmapped,Medium,Review pending,35
Theni,Theni,Theni,Unmapped,Medium,Review pending,35
Thiruvarur,Thiruvarur,Thiruvarur,Unmapped,Medium,Review pending,35
Bettiah,Bettiah,Bettiah,Unmapped,Medium,Review pending,34
Mughalsarai,Mughalsarai,Mughalsarai,Unmapped,Medium,Review pending,34
Perinthalmanna,Perinthalmanna,Perinthalmanna,Unmapped,Medium,Review pending,34
Kunnamkullam,Kunnamkullam,Kunnamkullam,Unmapped,Medium,Review pending,33
Munger,Munger,Munger,Unmapped,Medium,Review pending,33
Balurghat,Balurghat,Balurghat,Unmapped,Medium,Review pending,32
Bela-pratapgarh,Bela-Pratapgarh,Bela-Pratapgarh,Unmapped,Medium,Review pending,32
Bhandara,Bhandara,Bhandara,Unmapped,Medium,Review pending,32
Kumarakom,Kumarakom,Kumarakom,Unmapped,Medium,Review pending,32
Mayiladuthurai,Mayiladuthurai,Mayiladuthurai,Unmapped,Medium,Review pending,32
Morena,Morena,Morena,Unmapped,Medium,Review pending,32
Nainital,Nainital,Nainital,Unmapped,Medium,Review pending,32
Saharsa,Saharsa,Saharsa,Unmapped,Medium,Review pending,32
Silvassa,Silvassa,Silvassa,Unmapped,Medium,Review pending,32
Surendranagar-dudhrej,Surendranagar-Dudhrej,Surendranagar-Dudhrej,Unmapped,Medium,Review pending,32
Jagtial,Jagtial,Jagtial,Unmapped,Medium,Review pending,31
Jhalawar,Jhalawar,Jhalawar,Unmapped,Medium,Review pending,31
Malegaon,Malegaon,Malegaon,Unmapped,Medium,Review pending,31
Raiganj,Raiganj,Raiganj,Unmapped,Medium,Review pending,31
"Suncity & Bandlaguda,Hyderabad",Hyderabad,Hyderabad,Telangana,High,Reviewed rule,31
Aizawl,Aizawl,Aizawl,Unmapped,Medium,Review pending,30
Chalisgaon,Chalisgaon,Chalisgaon,Unmapped,Medium,Review pending,30
Chengannur,Chengannur,Chengannur,Unmapped,Medium,Review pending,30
Cherthala,Cherthala,Cherthala,Unmapped,Medium,Review pending,30
Doddaballapura,Doddaballapura,Doddaballapura,Unmapped,Medium,Review pending,30
Giridih,Giridih,Giridih,Unmapped,Medium,Review pending,30
Gopalganj,Gopalganj,Gopalganj,Unmapped,Medium,Review pending,30
"Model Town,Ludhiana",Ludhiana,Ludhiana,Unmapped,Medium,Review pending,30
Rajsamand,Rajsamand,Rajsamand,Unmapped,Medium,Review pending,30
Uran-islampur,Uran-Islampur,Uran-Islampur,Unmapped,Medium,Review pending,30
Golaghat,Golaghat,Golaghat,Unmapped,Medium,Review pending,29
Madhubani,Madhubani,Madhubani,Unmapped,Medium,Review pending,29
Madikeri,Madikeri,Madikeri,Unmapped,Medium,Review pending,29
Malout,Malout,Malout,Unmapped,Medium,Review pending,29
Narasaraopet,Narasaraopet,Narasaraopet,Unmapped,Medium,Review pending,29
Pala,Pala,Pala,Unmapped,Medium,Review pending,29
Suryapet,Suryapet,Suryapet,Unmapped,Medium,Review pending,29
Chakdaha,Chakdaha,Chakdaha,Unmapped,Medium,Review pending,28
Lalitpur,Lalitpur,Lalitpur,Unmapped,Medium,Review pending,28
Udgir,Udgir,Udgir,Unmapped,Medium,Review pending,28
Warangal,Warangal,Warangal,Unmapped,Medium,Review pending,28
"West Marredpally,Hyderabad",Hyderabad,Hyderabad,Telangana,High,Reviewed rule,28
Amreli,Amreli,Amreli,Unmapped,Medium,Review pending,27
Barmer,Barmer,Barmer,Unmapped,Medium,Review pending,27
"Kankurgachi,Kolkata",Kolkata,Kolkata,West Bengal,High,Reviewed rule,27
Kannauj,Kannauj,Kannauj,Unmapped,Medium,Review pending,27
Kendujhar,Kendujhar,Kendujhar,Unmapped,Medium,Review pending,27
"Kidderpore,Kolkata",Kolkata,Kolkata,West Bengal,High,Reviewed rule,27
Thalassery,Thalassery,Thalassery,Unmapped,Medium,Review pending,27
Tuni,Tuni,Tuni,Unmapped,Medium,Review pending,27
Barshi,Barshi,Barshi,Unmapped,Medium,Review pending,26
Guntakal,Guntakal,Guntakal,Unmapped,Medium,Review pending,26
Narsinghpur,Narsinghpur,Narsinghpur,Unmapped,Medium,Review pending,26
Osmanabad,Osmanabad,Osmanabad,Unmapped,Medium,Review pending,26
Balrampur,Balrampur,Balrampur,Unmapped,Medium,Review pending,25
Godhra,Godhra,Godhra,Unmapped,Medium,Review pending,25
Kishanganj,Kishanganj,Kishanganj,Unmapped,Medium,Review pending,25
Tadpatri,Tadpatri,Tadpatri,Unmapped,Medium,Review pending,25
Vyara,Vyara,Vyara,Unmapped,Medium,Review pending,25
Waidhan,Waidhan,Waidhan,Unmapped,Medium,Review pending,25
Washim,Washim,Washim,Unmapped,Medium,Review pending,25
Buxar,Buxar,Buxar,Unmapped,Medium,Review pending,24
Dehri,Dehri,Dehri,Unmapped,Medium,Review pending,24
Irinjalakuda,Irinjalakuda,Irinjalakuda,Unmapped,Medium,Review pending,24
Itarsi,Itarsi,Itarsi,Unmapped,Medium,Review pending,24
Khamgaon,Khamgaon,Khamgaon,Unmapped,Medium,Review pending,24
Kottarakkara,Kottarakkara,Kottarakkara,Unmapped,Medium,Review pending,24
Nabadwip,Nabadwip,Nabadwip,Unmapped,Medium,Review pending,24
Thodupuzha,Thodupuzha,Thodupuzha,Unmapped,Medium,Review pending,24
Balaghat,Balaghat,Balaghat,Unmapped,Medium,Review pending,23
Baran,Baran,Baran,Unmapped,Medium,Review pending,23
Bhadohi,Bhadohi,Bhadohi,Unmapped,Medium,Review pending,23
Bhind,Bhind,Bhind,Unmapped,Medium,Review pending,23
Bolpur,Bolpur,Bolpur,Unmapped,Medium,Review pending,23
Gauriganj,Gauriganj,Gauriganj,Unmapped,Medium,Review pending,23
Kanyakumari,Kanyakumari,Kanyakumari,Unmapped,Medium,Review pending,23
Raghunathpur,Raghunathpur,Raghunathpur,Unmapped,Medium,Review pending,23
Raniganj,Raniganj,Raniganj,Unmapped,Medium,Review pending,23
Arakkonam,Arakkonam,Arakkonam,Unmapped,Medium,Review pending,22
Kodaikanal,Kodaikanal,Kodaikanal,Unmapped,Medium,Review pending,22
Neyveli,Neyveli,Neyveli,Unmapped,Medium,Review pending,22
Shikohabad,Shikohabad,Shikohabad,Unmapped,Medium,Review pending,22
Shimla,Shimla,Shimla,Unmapped,Medium,Review pending,22
Balangir,Balangir,Balangir,Unmapped,Medium,Review pending,21
Chikhli,Chikhli,Chikhli,Unmapped,Medium,Review pending,21
"Dhankawadi,Pune",Pune,Pune,Maharashtra,High,Reviewed rule,21
Gadag-betigeri,Gadag-Betigeri,Gadag-Betigeri,Unmapped,Medium,Review pending,21
Jhargram,Jhargram,Jhargram,Unmapped,Medium,Review pending,21
Kamareddy,Kamareddy,Kamareddy,Unmapped,Medium,Review pending,21
Miryalaguda,Miryalaguda,Miryalaguda,Unmapped,Medium,Review pending,21
Palanpur,Palanpur,Palanpur,Unmapped,Medium,Review pending,21
Bhatkal,Bhatkal,Bhatkal,Unmapped,Medium,Review pending,20
Chiplun,Chiplun,Chiplun,Unmapped,Medium,Review pending,20
Dausa,Dausa,Dausa,Unmapped,Medium,Review pending,20
Diu,Diu,Diu,Unmapped,Medium,Review pending,20
Jahanabad,Jahanabad,Jahanabad,Unmapped,Medium,Review pending,20
Kavali,Kavali,Kavali,Unmapped,Medium,Review pending,20
Sehore,Sehore,Sehore,Unmapped,Medium,Review pending,20
Varkala,Varkala,Varkala,Unmapped,Medium,Review pending,20
Buldana,Buldana,Buldana,Unmapped,Medium,Review pending,19
Churu,Churu,Churu,Unmapped,Medium,Review pending,19
Dhoraji,Dhoraji,Dhoraji,Unmapped,Medium,Review pending,19
Hansi,Hansi,Hansi,Unmapped,Medium,Review pending,19
Hindaun,Hindaun,Hindaun,Unmapped,Medium,Review pending,19
Kadiri,Kadiri,Kadiri,Unmapped,Medium,Review pending,19
Kottakkal,Kottakkal,Kottakkal,Unmapped,Medium,Review pending,19
